,index,column_2,column_3,column_13
2108,16591853402108,Zimbabwe,Meat,981745.48
2109,16591853402109,Lesotho,Cosmetics,220933.87
2110,16591853402110,Jordan,Office Supplies,808963.36
2111,16591853402111,Trinidad and Tobago,Vegetables,308707.35
2112,16591853402112,Singapore,Cosmetics,535349.89
2113,16591853402113,France,Beverages,162574.06
2114,16591853402114,Cuba,Personal Care,415504.44
2115,16591853402115,Uganda,Cereal,633682.21
2116,16591853402116,Madagascar,Cosmetics,817376.32
2117,16591853402117,Panama,Household,3114742.92
2118,16591853402118,Iraq,Cosmetics,1977871.63
2119,16591853402119,Myanmar,Vegetables,172039.56
2120,16591853402120,Liechtenstein,Household,612596.26
2121,16591853402121,Kyrgyzstan,Meat,3429544.76
2122,16591853402122,Kosovo,Vegetables,671972.7
2123,16591853402123,Haiti,Vegetables,741079.5
2124,16591853402124,Czech Republic,Snacks,164673.6
2125,16591853402125,Indonesia,Clothes,1576.96
2126,16591853402126,Jamaica,Vegetables,207411.33
2127,16591853402127,South Sudan,Vegetables,863744.07
2128,16591853402128,Papua New Guinea,Beverages,312463.91
2129,16591853402129,Nauru,Personal Care,194378.1
2130,16591853402130,Armenia,Vegetables,681702.21
2131,16591853402131,Belgium,Personal Care,70894.17
2132,16591853402132,Eritrea,Cereal,111137.39
2133,16591853402133,Qatar,Fruits,33741.92
2134,16591853402134,Guinea-Bissau,Personal Care,473137.83
2135,16591853402135,Armenia,Fruits,60328.56
2136,16591853402136,North Korea,Household,182422.02
2137,16591853402137,Yemen,Beverages,308140.47
2138,16591853402138,Spain,Fruits,1051.84
2139,16591853402139,Qatar,Meat,2630508.97
2140,16591853402140,Belgium,Snacks,329542.08
2141,16591853402141,Russia,Beverages,101537.26
2142,16591853402142,South Africa,Household,4129371.18
2143,16591853402143,Mexico,Household,1029704.46
2144,16591853402144,Togo,Clothes,190668.8
2145,16591853402145,Tunisia ,Vegetables,62923.56
2146,16591853402146,Belgium,Beverages,249742.24
2147,16591853402147,Saint Kitts and Nevis ,Beverages,271391.23
2148,16591853402148,Tunisia ,Clothes,53365.76
2149,16591853402149,Brunei,Office Supplies,3936675.04
2150,16591853402150,Iraq,Vegetables,398546.19
2151,16591853402151,Zimbabwe,Meat,726097.79
2152,16591853402152,Ghana,Beverages,228951.58
2153,16591853402153,Azerbaijan,Office Supplies,4686317.92
2154,16591853402154,East Timor,Cereal,364094.99
2155,16591853402155,Lesotho,Meat,2816136.18
2156,16591853402156,Rwanda,Meat,2833641.3
2157,16591853402157,Philippines,Personal Care,16377.63
2158,16591853402158,Marshall Islands,Office Supplies,4907326.08
2159,16591853402159,Saint Vincent and the Grenadines,Vegetables,94930.92
2160,16591853402160,Tanzania,Snacks,828922.08
2161,16591853402161,Somalia,Cereal,807941.89
2162,16591853402162,Panama,Meat,3067407.59
2163,16591853402163,Zimbabwe,Cereal,851155.48
2164,16591853402164,Czech Republic,Baby Food,753259.5
2165,16591853402165,Tonga,Cosmetics,1070963.11
2166,16591853402166,Lithuania,Personal Care,318032.04
2167,16591853402167,Tuvalu,Baby Food,272289.36
2168,16591853402168,Mexico,Vegetables,157854.48
2169,16591853402169,Eritrea,Cereal,832183.66
2170,16591853402170,Benin,Beverages,199068.98
2171,16591853402171,Armenia,Vegetables,879838.68
2172,16591853402172,Nauru,Beverages,154276.87
2173,16591853402173,Australia,Beverages,42280.7
2174,16591853402174,Mozambique,Household,2851411.96
2175,16591853402175,Kuwait,Vegetables,589590.12
2176,16591853402176,New Zealand,Cereal,1099545.79
2177,16591853402177,Australia,Baby Food,326970.42
2178,16591853402178,Armenia,Cereal,1072844.71
2179,16591853402179,Uzbekistan,Cereal,871883.95
2180,16591853402180,Papua New Guinea,Baby Food,104579.52
2181,16591853402181,Algeria,Meat,1670280.2
2182,16591853402182,Netherlands,Vegetables,185133.48
2183,16591853402183,Switzerland,Beverages,250219.09
2184,16591853402184,Kosovo,Beverages,126079.14
2185,16591853402185,Cambodia,Household,2126246.74
2186,16591853402186,Cote d'Ivoire,Household,4829409.4
2187,16591853402187,Cote d'Ivoire,Baby Food,490216.5
2188,16591853402188,Nicaragua,Cereal,542453.52
2189,16591853402189,Fiji,Clothes,226365.44
2190,16591853402190,Vatican City,Vegetables,654332.28
2191,16591853402191,Israel,Personal Care,474271.23
2192,16591853402192,Myanmar,Personal Care,451433.22
2193,16591853402193,Belarus,Beverages,195444.92
2194,16591853402194,Tunisia ,Personal Care,6063.69
2195,16591853402195,Belgium,Beverages,288208.14
2196,16591853402196,Iraq,Clothes,332666.88
2197,16591853402197,Switzerland,Office Supplies,4745113.44
2198,16591853402198,Bosnia and Herzegovina,Meat,1332941.95
2199,16591853402199,Russia,Cosmetics,126135.07
2200,16591853402200,Bosnia and Herzegovina,Clothes,139453.44
2201,16591853402201,Tonga,Office Supplies,158012.96
2202,16591853402202,Philippines,Office Supplies,1655198.88
2203,16591853402203,Sri Lanka,Meat,2887980.11
2204,16591853402204,South Africa,Snacks,692408.64
2205,16591853402205,Turkmenistan,Fruits,36316.16
2206,16591853402206,Japan,Meat,1427031.97
2207,16591853402207,Honduras,Fruits,46364.0
2208,16591853402208,Armenia,Fruits,29333.88
2209,16591853402209,Georgia,Baby Food,1465229.22
2210,16591853402210,Canada,Baby Food,198956.16
2211,16591853402211,Liechtenstein,Personal Care,120933.78
2212,16591853402212,Nauru,Cosmetics,158787.99
2213,16591853402213,South Korea,Beverages,236612.97
2214,16591853402214,Solomon Islands,Cereal,55041.7
2215,16591853402215,South Africa,Household,4790211.28
2216,16591853402216,Armenia,Snacks,147231.84
2217,16591853402217,Saint Lucia,Fruits,36786.72
2218,16591853402218,Liberia,Cereal,807005.01
2219,16591853402219,Monaco,Snacks,410124.96
2220,16591853402220,Burkina Faso,Office Supplies,1194284.0
2221,16591853402221,Vatican City,Fruits,56218.08
2222,16591853402222,Hungary,Cereal,682165.75
2223,16591853402223,Slovakia,Cosmetics,388675.08
2224,16591853402224,United States of America,Cosmetics,2161149.31
2225,16591853402225,Sri Lanka,Cereal,138072.69
2226,16591853402226,Turkmenistan,Vegetables,234963.12
2227,16591853402227,Netherlands,Baby Food,1059505.32
2228,16591853402228,Belarus,Fruits,31970.4
2229,16591853402229,Madagascar,Baby Food,1561040.64
2230,16591853402230,Romania,Cosmetics,653058.4
2231,16591853402231,Republic of the Congo,Meat,1834755.39
2232,16591853402232,Czech Republic,Baby Food,1088360.34
2233,16591853402233,Vanuatu,Cosmetics,2442912.41
2234,16591853402234,Madagascar,Household,414595.5
2235,16591853402235,Central African Republic,Beverages,61799.76
2236,16591853402236,South Korea,Personal Care,7877.13
2237,16591853402237,Taiwan,Snacks,481938.24
2238,16591853402238,United Kingdom,Cereal,343483.63
2239,16591853402239,Malawi,Meat,983568.93
2240,16591853402240,South Sudan,Cosmetics,2599067.1
2241,16591853402241,The Bahamas,Fruits,14615.04
2242,16591853402242,Kazakhstan,Household,2067952.1
2243,16591853402243,Monaco,Vegetables,236781.72
2244,16591853402244,Lebanon,Cereal,155990.52
2245,16591853402245,Djibouti,Personal Care,344950.29
2246,16591853402246,Guinea-Bissau,Household,4867099.9
2247,16591853402247,Vanuatu,Clothes,249984.0
2248,16591853402248,Montenegro,Office Supplies,5164556.48
2249,16591853402249,Japan,Cereal,255651.13
2250,16591853402250,Tajikistan,Fruits,34281.68
2251,16591853402251,Uganda,Beverages,35763.75
2252,16591853402252,Vanuatu,Meat,254918.31
2253,16591853402253,Tanzania,Baby Food,910925.88
2254,16591853402254,Slovakia,Personal Care,296724.12
2255,16591853402255,Antigua and Barbuda ,Cereal,42628.04
2256,16591853402256,Albania,Meat,3365724.01
2257,16591853402257,Cape Verde,Meat,726097.79
2258,16591853402258,Andorra,Baby Food,931331.64
2259,16591853402259,Germany,Office Supplies,3674.72
2260,16591853402260,Burkina Faso,Personal Care,41935.8
2261,16591853402261,Sao Tome and Principe,Snacks,616502.88
2262,16591853402262,Togo,Personal Care,118156.95
2263,16591853402263,Democratic Republic of the Congo,Fruits,37125.8
2264,16591853402264,Honduras,Cereal,63707.84
2265,16591853402265,Guinea-Bissau,Cosmetics,1062273.22
2266,16591853402266,The Gambia,Clothes,332559.36
2267,16591853402267,North Korea,Household,879445.0
2268,16591853402268,Sweden,Cereal,463052.94
2269,16591853402269,Seychelles ,Clothes,15267.84
2270,16591853402270,Yemen,Meat,997062.46
2271,16591853402271,Gabon,Baby Food,713563.92
2272,16591853402272,Djibouti,Beverages,199736.57
2273,16591853402273,Vatican City,Snacks,79316.16
2274,16591853402274,Mozambique,Cosmetics,2044494.12
2275,16591853402275,Qatar,Office Supplies,4648520.8
2276,16591853402276,Democratic Republic of the Congo,Snacks,276924.48
2277,16591853402277,Egypt,Personal Care,29015.04
2278,16591853402278,Nigeria,Baby Food,1543345.02
2279,16591853402279,Swaziland,Cereal,23304.89
2280,16591853402280,Seychelles ,Beverages,284361.55
2281,16591853402281,Kuwait,Fruits,33430.52
2282,16591853402282,Republic of the Congo,Cosmetics,1000127.34
2283,16591853402283,Vietnam,Fruits,26441.32
2284,16591853402284,Costa Rica,Office Supplies,5199203.84
2285,16591853402285,China,Cereal,1063827.24
2286,16591853402286,Sierra Leone,Beverages,172556.12
2287,16591853402287,Kosovo,Fruits,34835.28
2288,16591853402288,United Arab Emirates,Personal Care,58483.44
2289,16591853402289,Kazakhstan,Fruits,59401.28
2290,16591853402290,Cameroon,Office Supplies,5187129.76
2291,16591853402291,Japan,Cosmetics,2409206.17
2292,16591853402292,Czech Republic,Household,3839405.6
2293,16591853402293,Botswana,Beverages,274729.18
2294,16591853402294,El Salvador,Snacks,240969.12
2295,16591853402295,Spain,Fruits,10234.68
2296,16591853402296,Iran,Beverages,160285.18
2297,16591853402297,Croatia,Office Supplies,2400642.08
2298,16591853402298,Tuvalu,Personal Care,482431.71
2299,16591853402299,Egypt,Clothes,262993.92
2300,16591853402300,Oman,Office Supplies,4488408.0
2301,16591853402301,Iceland,Beverages,53629.73
2302,16591853402302,Andorra,Clothes,118845.44
2303,16591853402303,Romania,Snacks,198387.84
2304,16591853402304,Senegal,Meat,1267662.44
2305,16591853402305,Turkey,Household,2662456.92
2306,16591853402306,South Africa,Meat,800129.86
2307,16591853402307,Liberia,Clothes,31825.92
2308,16591853402308,Spain,Vegetables,466834.62
2309,16591853402309,Hungary,Snacks,69961.92
2310,16591853402310,Egypt,Cosmetics,120868.47
2311,16591853402311,United States of America,Clothes,329871.36
2312,16591853402312,Antigua and Barbuda ,Cereal,1034549.74
2313,16591853402313,Tajikistan,Household,1638280.4
2314,16591853402314,Cuba,Beverages,108848.96
2315,16591853402315,Vietnam,Baby Food,366506.58
2316,16591853402316,Malta,Cosmetics,2604597.03
2317,16591853402317,Zimbabwe,Office Supplies,4323570.56
2318,16591853402318,Switzerland,Baby Food,1020447.42
2319,16591853402319,Tonga,Household,2755929.36
2320,16591853402320,Ukraine,Personal Care,204918.72
2321,16591853402321,Azerbaijan,Fruits,6629.36
2322,16591853402322,Hungary,Personal Care,266462.34
2323,16591853402323,Serbia,Cosmetics,1072279.76
2324,16591853402324,Somalia,Personal Care,301597.74
2325,16591853402325,United Arab Emirates,Vegetables,612868.2
2326,16591853402326,The Bahamas,Beverages,115747.39
2327,16591853402327,Japan,Meat,1230828.75
2328,16591853402328,Vanuatu,Meat,117430.18
2329,16591853402329,Honduras,Baby Food,142362.06
2330,16591853402330,Serbia,Fruits,59020.68
2331,16591853402331,South Korea,Cereal,1019559.66
2332,16591853402332,Kuwait,Meat,1432137.63
2333,16591853402333,Saint Vincent and the Grenadines,Office Supplies,4582900.8
2334,16591853402334,The Bahamas,Clothes,167731.2
2335,16591853402335,Federated States of Micronesia,Beverages,170934.83
2336,16591853402336,Syria,Snacks,141385.44
2337,16591853402337,Gabon,Snacks,542058.72
2338,16591853402338,Iraq,Personal Care,419641.35
2339,16591853402339,Taiwan,Office Supplies,4568201.92
2340,16591853402340,United States of America,Household,4123843.24
2341,16591853402341,Estonia,Office Supplies,3520381.76
2342,16591853402342,Ghana,Cosmetics,531399.94
2343,16591853402343,Papua New Guinea,Household,2005637.14
2344,16591853402344,Switzerland,Cosmetics,2502951.65
2345,16591853402345,Mauritania,Office Supplies,3921451.2
2346,16591853402346,Chad,Meat,1396762.7
2347,16591853402347,Zambia,Beverages,208478.82
2348,16591853402348,Greenland,Household,331173.86
2349,16591853402349,Costa Rica,Cereal,371121.59
2350,16591853402350,Malta,Beverages,259247.45
2351,16591853402351,Georgia,Meat,625808.04
2352,16591853402352,Japan,Fruits,48315.44
2353,16591853402353,Japan,Personal Care,516490.38
2354,16591853402354,Bulgaria,Personal Care,17227.68
2355,16591853402355,Cape Verde,Office Supplies,2507208.96
2356,16591853402356,Macedonia,Vegetables,344260.98
2357,16591853402357,Haiti,Cereal,72373.98
2358,16591853402358,Lesotho,Clothes,200381.44
2359,16591853402359,Finland,Cereal,123199.72
2360,16591853402360,Mongolia,Baby Food,1017577.86
2361,16591853402361,Cape Verde,Beverages,95179.26
2362,16591853402362,Syria,Household,4687190.58
2363,16591853402363,Comoros,Household,2942874.24
2364,16591853402364,Montenegro,Office Supplies,45146.56
2365,16591853402365,Cape Verde,Fruits,10746.76
2366,16591853402366,Philippines,Meat,2489009.25
2367,16591853402367,Kuwait,Vegetables,409185.0
2368,16591853402368,Togo,Beverages,6612.32
2369,16591853402369,Cambodia,Vegetables,146397.3
2370,16591853402370,The Gambia,Meat,1239216.62
2371,16591853402371,Morocco,Vegetables,208866.21
2372,16591853402372,Senegal,Clothes,73830.4
2373,16591853402373,Malaysia,Vegetables,770631.75
2374,16591853402374,Jamaica,Beverages,138540.82
2375,16591853402375,Azerbaijan,Beverages,144930.61
2376,16591853402376,Cote d'Ivoire,Baby Food,152405.52
2377,16591853402377,Yemen,Meat,2721316.78
2378,16591853402378,Philippines,Snacks,488953.92
2379,16591853402379,Netherlands,Fruits,45665.08
2380,16591853402380,Zimbabwe,Beverages,70192.32
2381,16591853402381,Bangladesh,Baby Food,619027.86
2382,16591853402382,El Salvador,Personal Care,39102.3
2383,16591853402383,Serbia,Meat,1359929.01
2384,16591853402384,Mozambique,Snacks,110009.76
2385,16591853402385,Cameroon,Cosmetics,803419.83
2386,16591853402386,United Kingdom,Office Supplies,3510407.52
2387,16591853402387,Benin,Cereal,147792.82
2388,16591853402388,Seychelles ,Snacks,295243.2
2389,16591853402389,Cote d'Ivoire,Cereal,32439.47
2390,16591853402390,Andorra,Office Supplies,4368192.16
2391,16591853402391,Luxembourg,Baby Food,719143.62
2392,16591853402392,Montenegro,Cosmetics,849239.25
2393,16591853402393,Canada,Cereal,102588.36
2394,16591853402394,Albania,Beverages,28769.95
2395,16591853402395,Thailand,Personal Care,497959.29
2396,16591853402396,Nauru,Cosmetics,1850156.58
2397,16591853402397,Sweden,Vegetables,14366.94
2398,16591853402398,Zambia,Cereal,1141939.61
2399,16591853402399,Libya,Cereal,1101302.44
2400,16591853402400,Mauritius ,Beverages,309793.55
2401,16591853402401,Kazakhstan,Cereal,402507.07
2402,16591853402402,Grenada,Fruits,1190.24
2403,16591853402403,Laos,Personal Care,94808.91
2404,16591853402404,Monaco,Household,3364505.3
2405,16591853402405,Costa Rica,Meat,2197257.25
2406,16591853402406,Ethiopia,Office Supplies,3926700.8
2407,16591853402407,Taiwan,Office Supplies,476663.68
2408,16591853402408,Morocco,Personal Care,180720.63
2409,16591853402409,Slovakia,Snacks,315218.4
2410,16591853402410,The Gambia,Baby Food,1113867.54
2411,16591853402411,Ethiopia,Clothes,86732.8
2412,16591853402412,The Bahamas,Cereal,531562.29
2413,16591853402413,Jordan,Fruits,2622.68
2414,16591853402414,Japan,Cereal,469259.77
2415,16591853402415,Iceland,Beverages,48416.17
2416,16591853402416,South Sudan,Cosmetics,1594989.81
2417,16591853402417,Philippines,Cereal,324277.59
2418,16591853402418,Vanuatu,Baby Food,614085.84
2419,16591853402419,Luxembourg,Beverages,112186.91
2420,16591853402420,Costa Rica,Cosmetics,804736.48
2421,16591853402421,Haiti,Office Supplies,3001721.28
2422,16591853402422,Indonesia,Beverages,58302.86
2423,16591853402423,Tunisia ,Cosmetics,987487.5
2424,16591853402424,South Korea,Fruits,5875.08
2425,16591853402425,Uzbekistan,Personal Care,257225.13
2426,16591853402426,Barbados,Baby Food,520506.3
2427,16591853402427,Bulgaria,Snacks,730702.56
2428,16591853402428,Djibouti,Household,2385557.38
2429,16591853402429,Maldives,Clothes,162856.96
2430,16591853402430,Tonga,Meat,1261462.71
2431,16591853402431,Tonga,Cereal,10422.79
2432,16591853402432,Bangladesh,Personal Care,3626.88
2433,16591853402433,Rwanda,Cosmetics,275443.18
2434,16591853402434,Comoros,Clothes,276935.68
2435,16591853402435,Cape Verde,Cosmetics,1798807.23
2436,16591853402436,Andorra,Vegetables,192044.16
2437,16591853402437,Nigeria,Beverages,297459.03
2438,16591853402438,Uzbekistan,Clothes,49566.72
2439,16591853402439,Niger,Fruits,21022.96
2440,16591853402440,Palau,Cereal,726433.33
2441,16591853402441,Russia,Office Supplies,2514033.44
2442,16591853402442,Burundi,Beverages,309571.02
2443,16591853402443,Mauritania,Household,2021718.42
2444,16591853402444,Romania,Beverages,243225.29
2445,16591853402445,Afghanistan,Snacks,258703.2
2446,16591853402446,Ethiopia,Office Supplies,4254800.8
2447,16591853402447,Japan,Personal Care,288960.33
2448,16591853402448,Kuwait,Fruits,12220.72
2449,16591853402449,Andorra,Fruits,57214.56
2450,16591853402450,Equatorial Guinea,Office Supplies,943878.08
2451,16591853402451,Zimbabwe,Cosmetics,415271.41
2452,16591853402452,United States of America,Fruits,26731.96
2453,16591853402453,United Arab Emirates,Cereal,812743.4
2454,16591853402454,Kyrgyzstan,Cereal,717532.97
2455,16591853402455,Senegal,Household,4407778.34
2456,16591853402456,Marshall Islands,Cereal,1083618.83
2457,16591853402457,Sweden,Vegetables,362265.12
2458,16591853402458,Tajikistan,Snacks,624200.64
2459,16591853402459,Turkey,Vegetables,181223.49
2460,16591853402460,Guinea-Bissau,Beverages,103285.71
2461,16591853402461,Macedonia,Office Supplies,2473611.52
2462,16591853402462,Czech Republic,Clothes,284820.48
2463,16591853402463,Canada,Vegetables,596046.15
2464,16591853402464,Poland,Cosmetics,306516.12
2465,16591853402465,Liechtenstein,Meat,1617764.84
2466,16591853402466,Mongolia,Baby Food,966563.46
2467,16591853402467,Mongolia,Baby Food,1238693.4
2468,16591853402468,Italy,Snacks,809726.4
2469,16591853402469,South Africa,Clothes,303528.96
2470,16591853402470,Madagascar,Beverages,192869.93
2471,16591853402471,Croatia,Office Supplies,498712.0
2472,16591853402472,Solomon Islands,Fruits,69193.08
2473,16591853402473,Pakistan,Vegetables,193135.32
2474,16591853402474,South Africa,Household,1642803.26
2475,16591853402475,Saint Lucia,Snacks,137195.52
2476,16591853402476,Saint Lucia,Household,775419.22
2477,16591853402477,South Africa,Household,358311.02
2478,16591853402478,Democratic Republic of the Congo,Meat,1088599.65
2479,16591853402479,Romania,Meat,1625058.64
2480,16591853402480,Kenya,Cosmetics,2174315.81
2481,16591853402481,Oman,Clothes,342236.16
2482,16591853402482,Eritrea,Personal Care,29695.08
2483,16591853402483,Jordan,Household,2717233.78
2484,16591853402484,Liberia,Cosmetics,1435411.83
2485,16591853402485,Botswana,Baby Food,628752.48
2486,16591853402486,France,Cosmetics,316522.66
2487,16591853402487,Pakistan,Office Supplies,5025442.08
2488,16591853402488,Myanmar,Household,4240935.06
2489,16591853402489,Saint Kitts and Nevis ,Office Supplies,4834881.6
2490,16591853402490,Marshall Islands,Meat,119618.32
2491,16591853402491,Papua New Guinea,Cosmetics,597232.44
2492,16591853402492,Mongolia,Cereal,296639.63
2493,16591853402493,United Kingdom,Office Supplies,346473.6
2494,16591853402494,Fiji,Household,1616671.18
2495,16591853402495,Nigeria,Baby Food,1403214.84
2496,16591853402496,Egypt,Meat,1110481.05
2497,16591853402497,Djibouti,Cosmetics,949831.31
2498,16591853402498,Democratic Republic of the Congo,Cereal,606746.91
2499,16591853402499,Somalia,Cereal,525823.9
2500,16591853402500,Ghana,Cosmetics,1392489.04
2501,16591853402501,Benin,Clothes,120529.92
2502,16591853402502,Democratic Republic of the Congo,Snacks,149278.08
2503,16591853402503,Belize,Snacks,452316.48
2504,16591853402504,Yemen,Fruits,31659.0
2505,16591853402505,Eritrea,Personal Care,297007.47
2506,16591853402506,Czech Republic,Fruits,52467.44
2507,16591853402507,Somalia,Fruits,31645.16
2508,16591853402508,Mongolia,Cosmetics,1637385.94
2509,16591853402509,Greece,Clothes,163179.52
2510,16591853402510,New Zealand,Vegetables,786089.85
2511,16591853402511,Trinidad and Tobago,Clothes,343848.96
2512,16591853402512,Nicaragua,Beverages,175766.91
2513,16591853402513,Fiji,Personal Care,374645.37
2514,16591853402514,Cambodia,Personal Care,1870.11
2515,16591853402515,Qatar,Office Supplies,2634249.28
2516,16591853402516,Belgium,Snacks,762078.24
2517,16591853402517,Senegal,Cosmetics,1771684.24
2518,16591853402518,Uganda,Baby Food,1125026.94
2519,16591853402519,Germany,Meat,2245396.33
2520,16591853402520,Sweden,Cereal,984426.66
2521,16591853402521,Greenland,Snacks,21144.48
2522,16591853402522,India,Beverages,159967.28
2523,16591853402523,Norway,Fruits,57602.08
2524,16591853402524,Trinidad and Tobago,Beverages,82590.42
2525,16591853402525,Kosovo,Clothes,85657.6
2526,16591853402526,Malawi,Meat,3379946.92
2527,16591853402527,Zimbabwe,Snacks,665612.64
2528,16591853402528,Algeria,Personal Care,323472.36
2529,16591853402529,Mozambique,Cereal,1002461.6
2530,16591853402530,Jamaica,Baby Food,809853.6
2531,16591853402531,Azerbaijan,Personal Care,396179.97
2532,16591853402532,Liechtenstein,Fruits,21099.08
2533,16591853402533,Qatar,Cosmetics,1063589.87
2534,16591853402534,Uganda,Personal Care,440779.26
2535,16591853402535,Dominica,Meat,1501064.04
2536,16591853402536,Mauritania,Cereal,1163253.63
2537,16591853402537,India,Cereal,484718.29
2538,16591853402538,North Korea,Personal Care,151705.59
2539,16591853402539,Grenada,Cereal,412227.2
2540,16591853402540,Liberia,Office Supplies,878258.08
2541,16591853402541,Honduras,Fruits,28877.16
2542,16591853402542,Portugal,Cereal,595738.57
2543,16591853402543,Honduras,Vegetables,46647.09
2544,16591853402544,Eritrea,Office Supplies,1880406.72
2545,16591853402545,Liechtenstein,Household,4751013.16
2546,16591853402546,Antigua and Barbuda ,Vegetables,29279.46
2547,16591853402547,India,Meat,149522.9
2548,16591853402548,Malaysia,Vegetables,88383.96
2549,16591853402549,Madagascar,Household,2660446.76
2550,16591853402550,Cote d'Ivoire,Household,1856382.76
2551,16591853402551,Turkey,Beverages,270882.59
2552,16591853402552,Israel,Vegetables,832464.15
2553,16591853402553,Libya,Meat,2555018.14
2554,16591853402554,Italy,Cosmetics,136141.61
2555,16591853402555,Cape Verde,Household,80908.94
2556,16591853402556,Slovenia,Household,1730747.76
2557,16591853402557,India,Vegetables,900297.93
2558,16591853402558,Marshall Islands,Cereal,714488.11
2559,16591853402559,The Gambia,Cereal,75067.51
2560,16591853402560,Liechtenstein,Meat,3337278.19
2561,16591853402561,Burkina Faso,Vegetables,845103.42
2562,16591853402562,Madagascar,Household,2894630.4
2563,16591853402563,Rwanda,Fruits,36496.08
2564,16591853402564,Bulgaria,Cereal,186204.9
2565,16591853402565,The Bahamas,Snacks,48232.8
2566,16591853402566,Germany,Cosmetics,1265563.98
2567,16591853402567,Hungary,Personal Care,531111.24
2568,16591853402568,Nicaragua,Clothes,217620.48
2569,16591853402569,Maldives,Beverages,280324.22
2570,16591853402570,Japan,Household,4297722.08
2571,16591853402571,Djibouti,Cereal,965923.28
2572,16591853402572,Ghana,Meat,2884697.9
2573,16591853402573,Panama,Beverages,304389.25
2574,16591853402574,Saudi Arabia,Meat,842433.9
2575,16591853402575,Estonia,Cosmetics,1899662.62
2576,16591853402576,Tajikistan,Clothes,86589.44
2577,16591853402577,Saint Lucia,Cereal,946131.69
2578,16591853402578,Germany,Beverages,44283.47
2579,16591853402579,Grenada,Beverages,50323.57
2580,16591853402580,Sri Lanka,Personal Care,277909.68
2581,16591853402581,Switzerland,Meat,3515976.29
2582,16591853402582,Mauritania,Cereal,130343.43
2583,16591853402583,Australia,Personal Care,377818.89
2584,16591853402584,Uzbekistan,Vegetables,62196.12
2585,16591853402585,Panama,Office Supplies,5026492.0
2586,16591853402586,Bhutan,Cosmetics,1786167.39
2587,16591853402587,Chad,Vegetables,707435.4
2588,16591853402588,Grenada,Cereal,593864.81
2589,16591853402589,Monaco,Cosmetics,841076.02
2590,16591853402590,Finland,Office Supplies,1950226.4
2591,16591853402591,Greece,Personal Care,13147.44
2592,16591853402592,Zambia,Cosmetics,889002.08
2593,16591853402593,Belgium,Snacks,566028.96
2594,16591853402594,Saudi Arabia,Cosmetics,1901505.93
2595,16591853402595,Belgium,Vegetables,849104.34
2596,16591853402596,San Marino,Snacks,88962.72
2597,16591853402597,Saint Vincent and the Grenadines,Clothes,97950.72
2598,16591853402598,Maldives,Office Supplies,1372770.4
2599,16591853402599,Zimbabwe,Snacks,39755.52
2600,16591853402600,Comoros,Cosmetics,787883.36
2601,16591853402601,Swaziland,Cereal,1086546.58
2602,16591853402602,Austria,Personal Care,295194.03
2603,16591853402603,Jamaica,Office Supplies,4597074.72
2604,16591853402604,Bangladesh,Office Supplies,2587002.88
2605,16591853402605,Macedonia,Baby Food,120840.36
2606,16591853402606,Albania,Snacks,30596.16
2607,16591853402607,Namibia,Fruits,67096.32
2608,16591853402608,Guinea,Snacks,197998.08
2609,16591853402609,Saint Vincent and the Grenadines,Clothes,89026.56
2610,16591853402610,Malta,Vegetables,295067.85
2611,16591853402611,Kiribati,Personal Care,483791.79
2612,16591853402612,Luxembourg,Household,4832927.18
2613,16591853402613,Tonga,Personal Care,553665.9
2614,16591853402614,Bahrain,Vegetables,846740.16
2615,16591853402615,Georgia,Meat,216625.86
2616,16591853402616,France,Cosmetics,788673.35
2617,16591853402617,Niger,Clothes,284067.84
2618,16591853402618,Swaziland,Baby Food,610578.6
2619,16591853402619,Serbia,Vegetables,107206.47
2620,16591853402620,Papua New Guinea,Office Supplies,3926700.8
2621,16591853402621,Grenada,Vegetables,206138.31
2622,16591853402622,Brunei,Household,1059856.86
2623,16591853402623,Equatorial Guinea,Vegetables,509662.65
2624,16591853402624,Cape Verde,Clothes,300446.72
2625,16591853402625,Cameroon,Household,4073086.7
2626,16591853402626,Kiribati,Office Supplies,4968221.44
2627,16591853402627,Ukraine,Household,4614824.82
2628,16591853402628,Zimbabwe,Fruits,7037.64
2629,16591853402629,Switzerland,Baby Food,119883.84
2630,16591853402630,Laos,Personal Care,68287.35
2631,16591853402631,Qatar,Meat,2635249.94
2632,16591853402632,North Korea,Vegetables,63105.42
2633,16591853402633,Russia,Meat,2013088.8
2634,16591853402634,Mali,Vegetables,240600.78
2635,16591853402635,Armenia,Cereal,591054.17
2636,16591853402636,Sweden,Cereal,319358.97
2637,16591853402637,Papua New Guinea,Vegetables,702161.46
2638,16591853402638,Belize,Beverages,289289.0
2639,16591853402639,Mongolia,Clothes,285250.56
2640,16591853402640,Burundi,Clothes,87055.36
2641,16591853402641,Malta,Clothes,95728.64
2642,16591853402642,The Gambia,Meat,2143647.82
2643,16591853402643,Indonesia,Meat,464250.37
2644,16591853402644,Tonga,Personal Care,289640.37
2645,16591853402645,Qatar,Baby Food,905346.18
2646,16591853402646,Kenya,Vegetables,754082.49
2647,16591853402647,United States of America,Clothes,10859.52
2648,16591853402648,Mozambique,Clothes,218193.92
2649,16591853402649,Madagascar,Fruits,14248.28
2650,16591853402650,Japan,Personal Care,93958.86
2651,16591853402651,China,Household,180914.4
2652,16591853402652,Guatemala,Meat,244342.3
